dx,icddesc,ccscat,ccsdesc,'OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'e9274',CUMLTV TRMA-REPETV IMPCT (Begin 2008),2614,'E Codes: Struck by- against',' ',' '
'e9600',UNARMED FIGHT OR BRAWL,2614,'E Codes: Struck by- against',' ',' '
'e9682',ASSAULT-STRIKING W OBJ,2614,'E Codes: Struck by- against',' ',' '
'e973',LEGAL INTERVEN-BLUNT OBJ,2614,'E Codes: Struck by- against',' ',' '
'e975',LEGAL INTERVENTION NEC,2614,'E Codes: Struck by- against',' ',' '
'e911',RESP OBSTR-FOOD INHAL,2615,'E Codes: Suffocation',' ',' '
'e912',RESP OBSTR-INHAL OBJ NEC,2615,'E Codes: Suffocation',' ',' '
'e9130',SUFFOCAT IN BED/CRADLE,2615,'E Codes: Suffocation',' ',' '
'e9131',SUFFOCATION-PLASTIC BAG,2615,'E Codes: Suffocation',' ',' '
'e9132',SUFFOCATION-LACK OF AIR,2615,'E Codes: Suffocation',' ',' '
'e9133',CAVE-IN NOS,2615,'E Codes: Suffocation',' ',' '
'e9138',SUFFOCATION NEC,2615,'E Codes: Suffocation',' ',' '
'e9139',SUFFOCATION NOS,2615,'E Codes: Suffocation',' ',' '
'e9284',EXT CONSTRICTION CAUSED BY HAIR (Begin 2003),2615,'E Codes: Suffocation',' ',' '
'e9285',EXT CONSTRICTION CAUSED BY OTHER OBJECT (Begin 2003),2615,'E Codes: Suffocation',' ',' '
'e963',ASSAULT-HANGING/STRANGUL,2615,'E Codes: Suffocation',' ',' '
'e9830',UNDETERMIN CIRC-HANGING,2615,'E Codes: Suffocation',' ',' '
'e9831',UNDET CIRC-SUF PLAST BAG,2615,'E Codes: Suffocation',' ',' '
'e9838',UNDET CIRC-SUFFOCATE NEC,2615,'E Codes: Suffocation',' ',' '
'e9839',UNDET CIRC-SUFFOCATE NOS,2615,'E Codes: Suffocation',' ',' '
'e8700',ACC CUT/HEM IN SURGERY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8701',ACC CUT/HEM IN INFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8702',ACC CUT/HEM-PERFUSN NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8703',ACC CUT/HEM IN INJECTION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8704',ACC CUT/HEM W SCOPE EXAM,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8705',ACC CUT/HEM W CATHETERIZ,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8706',ACC CUT/HEM W HEART CATH,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8707',ACC CUT/HEM W ENEMA,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8708',ACC CUT IN MED CARE NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8709',ACC CUT IN MED CARE NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8710',POST-SURGICAL FORGN BODY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8711',POSTINFUSION FOREIGN BDY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8712',POSTPERFUSION FORGN BODY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8713',POSTINJECTION FORGN BODY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8714',POSTENDOSCOPY FORGN BODY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8715',POSTCATHETER FORGN BODY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8716',FB POST HEART CATHETER,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8717',FB POST-CATHETER REMOVAL,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8718',POST-OP FOREIGN BODY NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8719',POST-OP FOREIGN BODY NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8720',FAILURE STERILE SURGERY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8721',FAILURE STERILE INFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8722',FAIL STERILE PERFUSN NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8723',FAIL STERILE INJECTION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8724',FAIL STERILE ENDOSCOPY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8725',FAIL STERILE CATHETER,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8726',FAIL STERILE HEART CATH,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8728',FAIL STERILE PROCED NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8729',FAIL STERILE PROCED NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8730',EXCESS FLUID IN INFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8731',INCOR DILUT INFUSN FLUID,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8732',THERAP RADIATION OVERDOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8733',INADV RADIAT EXP-MEDICAL,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8734',DOSAG FAIL-SHOCK THERAPY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8735',WRNG TEMP IN APPLIC/PACK,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8736',NONADMIN NECESS MEDICINE,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8738',FAILURE IN DOSAGE NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8739',FAILURE IN DOSAGE NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8740',INSTRMNT FAIL IN SURGERY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8741',INSTRUMNT FAIL-INFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8742',INSTRMNT FAIL-PERFUS NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8743',INSTRUMNT FAIL-ENDOSCOPY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8744',INSTRMNT FAIL-CATHETERIZ,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8745',INSTRMNT FAIL-HEART CATH,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8748',INSTRMNT FAIL-PROCED NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8749',INSTRMNT FAIL-PROCED NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8750',CONTAMINATED TRANSFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8751',CONTAMINATED INJECTION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8752',CONTAMINATED DRUG NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8758',CONTAMINATION NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8759',CONTAMINATION NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8760',MISMATCH BLOOD-TRANSFUSN,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8761',WRONG FLUID IN INFUSION,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8762',FAILURE IN SUTURE,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8763',MISPLACED ENDOTRACH TUBE,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8764',FAIL INTROD/REMOVE TUBE,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8765',PERFORMANCE-INAPPROP OP,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8766',Proc-pt not sched surg (Begin 2009),2616,'E Codes: Adverse effects of medical care',' ',' '
'e8767',Rt proc-wrong side/part (Begin 2009),2616,'E Codes: Adverse effects of medical care',' ',' '
'e8768',MEDICAL MISADVENTURE NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8769',MEDICAL MISADVENTURE NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8780',ABN REACT-ORG TRANSPLANT,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8781',ABN REACT-ARTIF IMPLANT,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8782',ABN REACT-ANASTOM/GRAFT,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8783',ABN REACT-EXTERNAL STOMA,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8784',ABN REACT-PLAST SURG NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8785',ABN REACT-LIMB AMPUTAT,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8786',ABN REAC-ORGAN REM NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8788',ABN REACT-SURG PROC NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8789',ABN REACT-SURG PROC NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8790',ABN REACT-CARDIAC CATH,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8791',ABN REACT-RENAL DIALYSIS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8792',ABN REACT-RADIOTHERAPY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8793',ABN REACT-SHOCK THERAPY,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8794',ABN REACT-FLUID ASPIRAT,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8795',ABN REACT-GASTRIC SOUND,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8796',ABN REACT-URINARY CATH,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8797',ABN REACT-BLOOD SAMPLING,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8798',ABN REACT-PROCEDURE NEC,2616,'E Codes: Adverse effects of medical care',' ',' '
'e8799',ABN REACT-PROCEDURE NOS,2616,'E Codes: Adverse effects of medical care',' ',' '
'e9300',ADV EFF PENICILLINS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9301',ADV EFF ANTIFUNG ANTBIOT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9302',ADV EFF CHLORAMPHENICOL,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9303',ADV EFF ERYTHROMYCIN,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9304',ADV EFF TETRACYCLINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9305',ADV EFF CEPHALOSPORIN,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9306',ADV EFF ANTMYCOB ANTBIOT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9307',ADV EFF ANTINEOP ANTBIOT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9308',ADV EFF ANTIBIOTICS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9309',ADV EFF ANTIBIOTIC NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9310',ADV EFF SULFONAMIDES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9311',ADV EFF ARSENIC ANTI-INF,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9312',ADV EFF METAL ANTI-INF,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9313',ADV EFF QUINOLINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9314',ADV EFF ANTIMALARIALS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9315',ADV EFF ANTPROTAZOAL NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9316',ADV EFF ANTHELMINTICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9317',ADV EFF ANTIVIRAL DRUGS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9318',ADV EFF ANTIMYCOBAC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9319',ADV EFF ANTINFCT NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9320',ADV EFF CORTICOSTEROIDS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9321',ADV EFF ANDROGENS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9322',ADV EFF OVARIAN HORMONES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9323',ADV EFF INSULIN/ANTIDIAB,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9324',ADV EFF ANT PITUITARY,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9325',ADV EFF POST PITUITARY,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9326',ADV EFF PARATHYROID,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9327',ADV EFF THYROID & DERIV,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9328',ADV EFF ANTITHYROID AGNT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9329',ADV EFF HORMONES NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9330',ADV EFF ANALLRG/ANTEMET,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9331',ADV EFF ANTINEOPLASTIC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9332',ADV EFF ACIDIFYING AGENT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9333',ADV EFF ALKALIZING AGENT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9334',ADV EFF ENZYMES NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9335',ADV EFF VITAMINS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9336',ORAL BISPHOSPHONATES (Begin 2007),2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9337',IV BISPHOSPHONATES (Begin 2007),2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9338',ADV EFF SYSTEMIC AGT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9339',ADV EFF SYSTEMIC AGT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9340',ADV EFF IRON & COMPOUNDS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9341',ADV EFF LIVER/ANTIANEMIC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9342',ADV EFF ANTICOAGULANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9343',ADV EFF VITAMIN K,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9344',ADV EFF FIBRINOLYSIS AGT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9345',ADV EFF COAGULANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9346',ADV EFF GAMMA GLOBULIN,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9347',ADV EFF BLOOD PRODUCTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9348',ADV EFF BLOOD AGENT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9349',ADV EFF BLOOD AGENT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9350',ADV EFF HEROIN,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9351',ADV EFF METHADONE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9352',ADV EFF OPIATES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9353',ADV EFF SALICYLATES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9354',ADV EFF AROM ANALGSC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9355',ADV EFF PYRAZOLE DERIV,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9356',ADV EFF ANTIRHEUMATICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9357',ADV EFF NON-NARC ANALGSC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9358',ADV EFF ANALGESICS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9359',ADV EFF ANALGESIC NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9360',ADV EFF OXAZOLIDIN DERIV,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9361',ADV EFF HYDANTOIN DERIV,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9362',ADV EFF SUCCINIMIDES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9363',ADV EFF ANTCONVL NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9364',ADV EFF ANTI-PARKINSON,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9370',ADV EFF BARBITURATES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9371',ADV EFF CHLORAL HYDRATE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9372',ADV EFF PARALDEHYDE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9373',ADV EFF BROMINE COMPNDS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9374',ADV EFF METHAQUALONE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9375',ADV EFF GLUTETHIMIDE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9376',ADV EFF MIX SEDATIVE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9378',ADV EFF SEDAT/HYPNOT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9379',ADV EFF SEDAT/HYPNOT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9380',ADV EFF CNS MUSCL DEPRES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9381',ADV EFF HALOTHANE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9382',ADV EFF GAS ANESTHET NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9383',ADV EFF INTRAVEN ANESTH,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9384',ADV EFF GEN ANES NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9385',ADV EFF TOPIC/INFIL ANES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9386',ADV EFF NERVE-BLOCK ANES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9387',ADV EFF SPINAL ANESTHET,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9389',ADV EFF LOC ANES NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9390',ADV EFF ANTIDEPRESSANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9391',ADV EFF PHENOTHIAZ TRANQ,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9392',ADV EFF BUTYROPHEN TRANQ,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9393',ADV EFF ANTIPSYCHOTC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9394',ADV EFF BENZODIAZ TRANQ,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9395',ADV EFF TRANQUILIZER NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9396',ADV EFF HALLUCINOGENS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9397',ADV EFF PSYCHOSTIMULANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9398',ADV EFF PSYCHOTROPIC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9399',ADV EFF PSYCHOTROPIC NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9400',ADV EFF ANALEPTICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9401',ADV EFF OPIAT ANTAGONIST,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9408',ADV EFF CNS STIMULNT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9409',ADV EFF CNS STIMULNT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9410',ADV EFF CHOLINERGICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9411',ADV EFF PARASYMPATHOLYTC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9412',ADV EFF SYMPATHOMIMETICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9413',ADV EFF SYMPATHOLYTICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9419',ADV EFF AUTONOM AGNT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9420',ADV EFF CARD RHYTH REGUL,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9421',ADV EFF CARDIOTONICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9422',ADV EFF ANTILIPEMICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9423',ADV EFF GANGLION-BLOCK,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9424',ADV EFF CORONARY VASODIL,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9425',ADV EFF VASODILATORS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9426',ADV EFF ANTIHYPERTEN AGT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9427',ADV EFF ANTIVARICOSE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9428',ADV EFF CAPILLARY-ACT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9429',ADV EFF CARDIOVASC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9430',ADV EFF ANTACIDS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9431',ADV EFF IRRIT CATHARTIC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9432',ADV EFF EMOLL CATHARTICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9433',ADV EFF CATHARTICS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9434',ADV EFF DIGESTANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9435',ADV EFF ANTIDIARRHEA AGT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9436',ADV EFF EMETICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9438',ADV EFF GI AGENT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9439',ADV EFF GI AGENT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9440',ADV EFF MERCURY DIURETIC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9441',ADV EFF PURINE DIURETICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9442',ADV EFF ACETAZOLAMIDE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9443',ADV EFF SALURETICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9444',ADV EFF DIURETICS NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9445',ADV EFF ELECTROLYTE AGNT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9446',ADV EFF MINERAL SALT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9447',ADV EFF URIC ACID METAB,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9450',ADV EFF OXYTOCIC AGENTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9451',ADV EFF SMOOTH MUSC RELX,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9452',ADV EFF SKELET MUSC RELX,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9453',ADV EFF MUSC AGT NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9454',ADV EFF ANTITUSSIVES,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9455',ADV EFF EXPECTORANTS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9456',ADV EFF ANTI-COMMON COLD,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9457',ADV EFF ANTIASTHMATICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9458',ADV EFF RESP DRG NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9460',ADV EFF LOC ANTI-INFECTV,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9461',ADV EFF ANTIPRURITICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9462',ADV EFF LOCAL ASTRINGENT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9463',ADV EFF EMOLLIENT/DEMULC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9464',ADV EFF HAIR/SCALP PREP,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9465',ADV EFF EYE ANTI-INF/DRG,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9466',ADV EFF ENT ANTI-INF/DRG,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9467',ADV EFF TOPIC DENTAL DRG,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9468',ADV EFF SKIN AGENT NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9469',ADV EFF SKIN AGENT NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9470',ADV EFF DIETETICS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9471',ADV EFF LIPOTROPIC DRUGS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9472',ADV EFF ANTIDOTES NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9473',ADV EFF ALCOHOL DETER,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9474',ADV EFF PHARMACEUT EXCIP,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9478',ADV EFF MEDICINAL NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9479',ADV EFF MEDICINAL NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9480',ADV EFF BCG VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9481',ADV EFF TYPHOID VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9482',ADV EFF CHOLERA VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9483',ADV EFF PLAGUE VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9484',ADV EFF TETANUS VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9485',ADV EFF DIPHTHER VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9486',ADV EFF PERTUSSIS VACCIN,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9488',ADV EFF BACT VAC NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9489',ADV EFF MIX BACT VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9490',ADV EFF SMALLPOX VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9491',ADV EFF RABIES VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9492',ADV EFF TYPHUS VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9493',ADV EFF YELLOW FEVER VAC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9494',ADV EFF MEASLES VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9495',ADV EFF POLIO VACCINE,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9496',ADV EFF VIRAL VACC NEC,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9497',ADV EFF MIXED VIRAL-BACT,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e9499',ADV EFF BIOLOGIC NEC/NOS,2617,'E Codes: Adverse effects of medical drugs',' ',' '
'e846',INDUS VEH ACC ON PREMISE,2618,'E Codes: Other specified and classifiable',' ',' '
'e847',CABL CAR ACC NOT ON RAIL,2618,'E Codes: Other specified and classifiable',' ',' '
'e914',FB ENTERING EYE,2618,'E Codes: Other specified and classifiable',' ',' '
'e915',FB ENTERING OTH ORIFICE,2618,'E Codes: Other specified and classifiable',' ',' '
'e918',CAUGHT BETWEEN OBJECTS,2618,'E Codes: Other specified and classifiable',' ',' '
